name,wikipedia_link,image_link,sci_name
Flavescent bulbul,https://wikipedia.org/wiki/Flavescent_bulbul,https://en.wikipedia.org/wiki/File:Pycnonotus_flavescens_-_Mae_Wong.jpg,Pycnonotus flavescens   Mae Wong
Flavescent flycatcher,https://wikipedia.org/wiki/Flavescent_flycatcher,https://en.wikipedia.org/wiki/File:Myiophobus_flavicans_-_Flavescent_Flycatcher.jpg,Myiophobus flavicans   Flavescent Flycatcher
Flavescent warbler,https://wikipedia.org/wiki/Flavescent_warbler,https://en.wikipedia.org/wiki/File:Basileuterus_flaveolus.jpg,Basileuterus flaveolus
Flesh-footed shearwater,https://wikipedia.org/wiki/Flesh-footed_shearwater,https://en.wikipedia.org/wiki/File:Puffinus_carneipes_-New_Zealand_-flying-8b.jpg,Puffinus carneipes  New Zealand  flying 8b
Flightless cormorant,https://wikipedia.org/wiki/Flightless_cormorant,https://en.wikipedia.org/wiki/File:Flightless_cormorant_(Phalacrocorax_harrisi)_-Isabela.jpg,Flightless cormorant (Phalacrocorax harrisi)  Isabela
Flock bronzewing,https://wikipedia.org/wiki/Flock_bronzewing,https://en.wikipedia.org/wiki/File:Flock_Bronzewing_6154.jpg,Flock Bronzewing 6154
Floreana mockingbird,https://wikipedia.org/wiki/Floreana_mockingbird,https://en.wikipedia.org/wiki/File:Mimus_trifasciatus.jpg,Mimus trifasciatus
Flores crow,https://wikipedia.org/wiki/Flores_crow,https://en.wikipedia.org/wiki/File:Flores_Crow_(Corvus_florensis)_(8074132731).jpg,Flores Crow (Corvus florensis) (8074132731)
Flores green pigeon,https://wikipedia.org/wiki/Flores_green_pigeon,"https://en.wikipedia.org/wiki/File:Naturalis_Biodiversity_Center_-_ZMA.AVES.56882_-_Treron_floris_Wallace,_1864_-_Columbidae_-_skin_specimen.jpeg","Naturalis Biodiversity Center   ZMA.AVES.56882   Treron floris Wallace, 1864   Columbidae   skin specimen.jpeg"
Flores hawk-eagle,https://wikipedia.org/wiki/Flores_hawk-eagle,https://en.wikipedia.org/wiki/File:Nisaetus_floris_2012_Indonesia_stamp.jpg,Nisaetus floris 2012 Indonesia stamp
Flores monarch,https://wikipedia.org/wiki/Flores_monarch,"https://en.wikipedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.85260_2_-_Monarcha_sacerdotum_Mees,_1973_-_Monarchidae_-_bird_skin_specimen.jpeg","Naturalis Biodiversity Center   RMNH.AVES.85260 2   Monarcha sacerdotum Mees, 1973   Monarchidae   bird skin specimen.jpeg"
Flores scops owl,https://wikipedia.org/wiki/Flores_scops_owl,https://en.wikipedia.org/wiki/File:Otus_alfredi.jpg,Otus alfredi
Flores Sea cuckoo-dove,https://wikipedia.org/wiki/Flores_Sea_cuckoo-dove,https://en.wikipedia.org/wiki/File:Carriage_Pigeon_(PSF).jpg,Stub icon
Florida scrub jay,https://wikipedia.org/wiki/Florida_scrub_jay,https://en.wikipedia.org/wiki/File:Adult_Florida_scrub_jay.jpg,Adult Florida scrub jay
Fluffy-backed tit-babbler,https://wikipedia.org/wiki/Fluffy-backed_tit-babbler,https://en.wikipedia.org/wiki/File:Macronous_ptilosus_1838.jpg,Macronous ptilosus 1838
Flutist wren,https://wikipedia.org/wiki/Flutist_wren,https://en.wikipedia.org/wiki/File:MicrocerculusKeulemans.jpg,MicrocerculusKeulemans
Fluttering shearwater,https://wikipedia.org/wiki/Fluttering_shearwater,https://en.wikipedia.org/wiki/File:Puffinus_gavia_-_SE_Tasmania.jpg,Puffinus gavia   SE Tasmania
Fly River grassbird,https://wikipedia.org/wiki/Fly_River_grassbird,https://en.wikipedia.org/wiki/File:Megalurus_albolimbatus_-_The_Birds_of_New_Guinea_(cropped).jpg,Megalurus albolimbatus   The Birds of New Guinea (cropped)
Flying steamer duck,https://wikipedia.org/wiki/Flying_steamer_duck,https://en.wikipedia.org/wiki/File:Flying_Steamer_Duck_(Tachyeres_patachonicus)_(1).jpg,Flying Steamer Duck (Tachyeres patachonicus) (1)
Foothill elaenia,https://wikipedia.org/wiki/Foothill_elaenia,https://en.wikipedia.org/wiki/File:Coopmansi_(15536659372).jpg,Coopmansi (15536659372)
Foothill schiffornis,https://wikipedia.org/wiki/Foothill_schiffornis,https://en.wikipedia.org/wiki/File:Schiffornis_aenea_map.svg,Schiffornis aenea map.svg
Foothill screech owl,https://wikipedia.org/wiki/Foothill_screech_owl,https://en.wikipedia.org/wiki/File:Megascops_roraimae.jpg,Megascops roraimae
Foothill stipplethroat,https://wikipedia.org/wiki/Foothill_stipplethroat,"https://en.wikipedia.org/wiki/File:Epinecrophylla_spodionota_Foothill_Antwren;_Oxapampa,_Pasco,_Peru.jpg","Epinecrophylla spodionota Foothill Antwren; Oxapampa, Pasco, Peru"
Forbes's blackbird,https://wikipedia.org/wiki/Forbes%27s_blackbird,"https://en.wikipedia.org/wiki/File:Anumara_forbesi_-_Forbes%27s_Blackbird;_Tamandar%C3%A9,_Pernambuco,_Brazil.jpg","Anumara forbesi   Forbes's Blackbird; Tamandaré, Pernambuco, Brazil"
Forbes's forest rail,https://wikipedia.org/wiki/Forbes%27s_forest_rail,https://en.wikipedia.org/wiki/File:Rallicula_forbesi_Gould.jpg,Rallicula forbesi Gould
Forbes's mannikin,https://wikipedia.org/wiki/Forbes%27s_mannikin,https://en.wikipedia.org/wiki/File:Lonchura_forbesi_-_Joseph_Smit.jpg,Lonchura forbesi   Joseph Smit
Forbes's plover,https://wikipedia.org/wiki/Forbes%27s_plover,https://en.wikipedia.org/wiki/File:AegialitisForbesiKeulemans.jpg,AegialitisForbesiKeulemans
Forbes-Watson's swift,https://wikipedia.org/wiki/Forbes-Watson%27s_swift,https://en.wikipedia.org/wiki/File:Rubythroathummer65.jpg,Stub icon
Forest batis,https://wikipedia.org/wiki/Forest_batis,https://en.wikipedia.org/wiki/File:Flickr_-_Rainbirder_-_Short-tailed_Batis_(Batis_mixta).jpg,Flickr   Rainbirder   Short tailed Batis (Batis mixta)
Forest bittern,https://wikipedia.org/wiki/Forest_bittern,"https://en.wikipedia.org/wiki/File:Naturalis_Biodiversity_Center_-_ZMA.AVES.5154_-_Zonerodius_heliosylus_Lesson,_1828_-_Ardeidae_-_skin_specimen.jpeg","Naturalis Biodiversity Center   ZMA.AVES.5154   Zonerodius heliosylus Lesson, 1828   Ardeidae   skin specimen.jpeg"
Forest buzzard,https://wikipedia.org/wiki/Forest_buzzard,"https://en.wikipedia.org/wiki/File:Forest_Buzzard,_Buteo_trizonatus,_at_Hangklip_Forest,_Makhado,_Limpopo_Province,_South_Africa_(20761505461).jpg","Forest Buzzard, Buteo trizonatus, at Hangklip Forest, Makhado, Limpopo Province, South Africa (20761505461)"
Forest canary,https://wikipedia.org/wiki/Forest_canary,"https://en.wikipedia.org/wiki/File:Forest_Canary_(Serinus_scotops)_facing_left,_side_view.jpg","Forest Canary (Serinus scotops) facing left, side view"
Forest double-collared sunbird,https://wikipedia.org/wiki/Forest_double-collared_sunbird,https://en.wikipedia.org/wiki/File:Cinnyris_Anthothreptes_Gronvold.jpg,Cinnyris Anthothreptes Gronvold
Forest elaenia,https://wikipedia.org/wiki/Forest_elaenia,"https://en.wikipedia.org/wiki/File:Myiopagis_gaimardii_-_Forest_Elaenia;_Manacapuru,_Amazonas,_Brazil.jpg","Myiopagis gaimardii   Forest Elaenia; Manacapuru, Amazonas, Brazil"
Forest fody,https://wikipedia.org/wiki/Forest_fody,https://en.wikipedia.org/wiki/File:Forest_Fody._Foudia_omissa.jpg,Forest Fody. Foudia omissa
Forest honeyeater,https://wikipedia.org/wiki/Forest_honeyeater,"https://en.wikipedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.133918_1_-_Meliphaga_montana_montana_(Salvadori,_1880)_-_Meliphagidae_-_bird_skin_specimen.jpeg","Naturalis Biodiversity Center   RMNH.AVES.133918 1   Meliphaga montana montana (Salvadori, 1880)   Meliphagidae   bird skin specimen.jpeg"
Forest kingfisher,https://wikipedia.org/wiki/Forest_kingfisher,https://en.wikipedia.org/wiki/File:Forest_Kingfisher_0A2A4025.jpg,Forest Kingfisher 0A2A4025
Forest owlet,https://wikipedia.org/wiki/Forest_owlet,https://en.wikipedia.org/wiki/File:Forest_Owlet_Athene_blewitti_by_Ashahar_alias_Krishna_Khan.jpeg,Forest Owlet Athene blewitti by Ashahar alias Krishna Khan.jpeg
Forest penduline tit,https://wikipedia.org/wiki/Forest_penduline_tit,https://en.wikipedia.org/wiki/File:Anthoscopus_flavifrons_distribution_map.png,Anthoscopus flavifrons distribution map.png
Forest raven,https://wikipedia.org/wiki/Forest_raven,https://en.wikipedia.org/wiki/File:Corvus_tasmanicus_-_Collinsvale.jpg,heavy set black bird eating mangled animal corpse on road
Forest robin,https://wikipedia.org/wiki/Forest_robin,https://en.wikipedia.org/wiki/File:Stiphrornis_pyrrholaemus.jpg,Stiphrornis pyrrholaemus
Forest rock thrush,https://wikipedia.org/wiki/Forest_rock_thrush,"https://en.wikipedia.org/wiki/File:Forest_Rock-Thrush_(Monticola_sharpei),_Ranomafana_National_Park,_Madagascar.jpg","Forest Rock Thrush (Monticola sharpei), Ranomafana National Park, Madagascar"
Forest scrub robin,https://wikipedia.org/wiki/Forest_scrub_robin,https://en.wikipedia.org/wiki/File:CossyphaLeucostictaSmit.jpg,CossyphaLeucostictaSmit
Forest swallow,https://wikipedia.org/wiki/Forest_swallow,https://en.wikipedia.org/wiki/File:Landsvale.jpg,Stub icon
Forest thrush,https://wikipedia.org/wiki/Forest_thrush,https://en.wikipedia.org/wiki/File:Turdus_lherminieri_of_Guadeloupe.jpg,Turdus lherminieri of Guadeloupe
Forest wagtail,https://wikipedia.org/wiki/Forest_wagtail,https://en.wikipedia.org/wiki/File:Forest_Wagtail_(cropped).jpg,Forest Wagtail (cropped)
Forest white-eye,https://wikipedia.org/wiki/Forest_white-eye,https://en.wikipedia.org/wiki/File:Zosterops_poliogastrus_kikuyuensis.jpg,Stub icon
Forest wood hoopoe,https://wikipedia.org/wiki/Forest_wood_hoopoe,https://en.wikipedia.org/wiki/File:Irrisor-ScoptelusKeulemans.jpg,Irrisor ScoptelusKeulemans
Fork-tailed drongo,https://wikipedia.org/wiki/Fork-tailed_drongo,https://en.wikipedia.org/wiki/File:Fork-tailed_Drongo_(Dicrurus_adsimilis)_2.jpg,Fork tailed Drongo (Dicrurus adsimilis) 2
Fork-tailed drongo-cuckoo,https://wikipedia.org/wiki/Fork-tailed_drongo-cuckoo,https://en.wikipedia.org/wiki/File:Fork-tailed_drongo-cuckoo_(Surniculus_dicruroides)_by_Shantanu_Kuveskar.jpg,Fork tailed drongo cuckoo (Surniculus dicruroides) by Shantanu Kuveskar
Fork-tailed flycatcher,https://wikipedia.org/wiki/Fork-tailed_flycatcher,https://en.wikipedia.org/wiki/File:Fork-tailed_flycatcher_(Tyrannus_savana_monachus)_male_Orange_Walk.jpg,Fork tailed flycatcher (Tyrannus savana monachus) male Orange Walk
Fork-tailed storm petrel,https://wikipedia.org/wiki/Fork-tailed_storm_petrel,https://en.wikipedia.org/wiki/File:Oceanodroma_furcata_1.jpg,Oceanodroma furcata 1
Fork-tailed sunbird,https://wikipedia.org/wiki/Fork-tailed_sunbird,https://en.wikipedia.org/wiki/File:Aethopyga_christinae_-_male.jpg,Aethopyga christinae   male
Fork-tailed tody-tyrant,https://wikipedia.org/wiki/Fork-tailed_tody-tyrant,https://en.wikipedia.org/wiki/File:Flickr_-_Dario_Sanches_-_PAPA-MOSCAS-ESTRELA_(Hemitriccus_furcatus).jpg,Flickr   Dario Sanches   PAPA MOSCAS ESTRELA (Hemitriccus furcatus)
Fork-tailed woodnymph,https://wikipedia.org/wiki/Fork-tailed_woodnymph,"https://en.wikipedia.org/wiki/File:Thalurania_furcata_-near_Amazonia_Lodge,_Manu_National_Park,_Peru-8.jpg","Thalurania furcata  near Amazonia Lodge, Manu National Park, Peru 8"
Forster's tern,https://wikipedia.org/wiki/Forster%27s_tern,https://en.wikipedia.org/wiki/File:Forster%27s_Tern.jpg,Forster's Tern
Forty-spotted pardalote,https://wikipedia.org/wiki/Forty-spotted_pardalote,https://en.wikipedia.org/wiki/File:Forty-spotted_Pardalote.jpg,Forty spotted Pardalote
Four-banded sandgrouse,https://wikipedia.org/wiki/Four-banded_sandgrouse,https://en.wikipedia.org/wiki/File:Four-banded_sandgrouse_(Pterocles_quadricinctus)_male.jpg,Four banded sandgrouse (Pterocles quadricinctus) male
Foveaux shag,https://wikipedia.org/wiki/Foveaux_shag,https://en.wikipedia.org/wiki/File:Stewart_Island_Shag.jpg,Stewart Island Shag
Fox kestrel,https://wikipedia.org/wiki/Fox_kestrel,https://en.wikipedia.org/wiki/File:Falco_alcopex.jpg,Falco alcopex
Fox sparrow,https://wikipedia.org/wiki/Fox_sparrow,https://en.wikipedia.org/wiki/File:Passerella_iliaca-001.jpg,Passerella iliaca 001
Fox's weaver,https://wikipedia.org/wiki/Fox%27s_weaver,https://en.wikipedia.org/wiki/File:Fox%27s_Weaver_specimen_RWD.jpg,Fox's Weaver specimen RWD
Foxy cisticola,https://wikipedia.org/wiki/Foxy_cisticola,https://en.wikipedia.org/wiki/File:Foxy_Cisticola_-_Murchison_Falls_NP_Uganda_06_5128_(17133166820).jpg,Foxy Cisticola   Murchison Falls NP Uganda 06 5128 (17133166820)
Foxy lark,https://wikipedia.org/wiki/Foxy_lark,https://en.wikipedia.org/wiki/File:FoxyLark.jpg,FoxyLark
Frances's sparrowhawk,https://wikipedia.org/wiki/Frances%27s_sparrowhawk,https://en.wikipedia.org/wiki/File:Francess_sparrowhawk_cropped.jpg,Francess sparrowhawk cropped
Franklin's gull,https://wikipedia.org/wiki/Franklin%27s_gull,"https://en.wikipedia.org/wiki/File:Franklin%27s_Gull,_Calgary.jpg","Franklin's Gull, Calgary"
Fraser's eagle-owl,https://wikipedia.org/wiki/Fraser%27s_eagle-owl,https://en.wikipedia.org/wiki/File:BuboFasciolatusWolf.jpg,BuboFasciolatusWolf
Fraser's forest flycatcher,https://wikipedia.org/wiki/Fraser%27s_forest_flycatcher,https://en.wikipedia.org/wiki/File:Fraser%27s_Forest_Flycatcher_from_Canopy_Walkway_-_Kakum_NP_-_Ghana_14_S4E2333.jpg,Fraser's Forest Flycatcher from Canopy Walkway   Kakum NP   Ghana 14 S4E2333
Fraser's rufous thrush,https://wikipedia.org/wiki/Fraser%27s_rufous_thrush,https://en.wikipedia.org/wiki/File:Rufous_Flycatcher-Thrush_-_Uganda_Budongo_Uganda_06_4875_(17208949816).jpg,Rufous Flycatcher Thrush   Uganda Budongo Uganda 06 4875 (17208949816)
Fraser's sunbird,https://wikipedia.org/wiki/Fraser%27s_sunbird,https://en.wikipedia.org/wiki/File:Deleornis_fraseri.JPG,Deleornis fraseri.JPG
Freckle-breasted thornbird,https://wikipedia.org/wiki/Freckle-breasted_thornbird,"https://en.wikipedia.org/wiki/File:Phacellodomus_striaticollis_-_Freckle-breasted_thornbird;_Playa_Penino,_Montevideo,_Uruguay.jpg","Phacellodomus striaticollis   Freckle breasted thornbird; Playa Penino, Montevideo, Uruguay"
Freckle-breasted woodpecker,https://wikipedia.org/wiki/Freckle-breasted_woodpecker,https://en.wikipedia.org/wiki/File:Freckle-breasted_Woodpecker_by_Jason_Thompson_(Cropped).jpg,Freckle breasted Woodpecker by Jason Thompson (Cropped)
Freckled duck,https://wikipedia.org/wiki/Freckled_duck,https://en.wikipedia.org/wiki/File:Freckled-Duck-male.jpg,Freckled Duck male
Freckled nightjar,https://wikipedia.org/wiki/Freckled_nightjar,https://en.wikipedia.org/wiki/File:Freckled_nightjar_(Caprimulgus_tristigma)_male.jpg,Freckled nightjar (Caprimulgus tristigma) male
Friedmann's lark,https://wikipedia.org/wiki/Friedmann%27s_lark,https://en.wikipedia.org/wiki/File:Mirafra_pulpa_distribution_map.png,Mirafra pulpa distribution map.png
Friendly bush warbler,https://wikipedia.org/wiki/Friendly_bush_warbler,https://en.wikipedia.org/wiki/File:Locustella_accentor_Keulemans.jpg,Locustella accentor Keulemans
Friendly fantail,https://wikipedia.org/wiki/Friendly_fantail,"https://en.wikipedia.org/wiki/File:Rhipidura_albolimbata_Salvadori,_1874_collected_in_Papua_New_Guinea.jpg","Rhipidura albolimbata Salvadori, 1874 collected in Papua New Guinea"
Frilled coquette,https://wikipedia.org/wiki/Frilled_coquette,https://en.wikipedia.org/wiki/File:Lophornis_magnificus_-_Frilled_Coquette_(male).jpg,Lophornis magnificus   Frilled Coquette (male)
Frilled monarch,https://wikipedia.org/wiki/Frilled_monarch,https://en.wikipedia.org/wiki/File:Arses_telescophthalmus_-_The_Birds_of_New_Guinea_(cropped).jpg,Arses telescophthalmus   The Birds of New Guinea (cropped)
Frill-necked monarch,https://wikipedia.org/wiki/Frill-necked_monarch,https://en.wikipedia.org/wiki/File:Frill-necked_monarch_iron08.JPG,Frill necked monarch iron08.JPG
Fringe-backed fire-eye,https://wikipedia.org/wiki/Fringe-backed_fire-eye,https://en.wikipedia.org/wiki/File:Pyriglena_atra_map.svg,Pyriglena atra map.svg
Fruithunter,https://wikipedia.org/wiki/Fruithunter,"https://en.wikipedia.org/wiki/File:Fruit-Hunter,_Mount_Kinabalu,_Borneo_(5836741794).jpg","Fruit Hunter, Mount Kinabalu, Borneo (5836741794)"
Fuegian snipe,https://wikipedia.org/wiki/Fuegian_snipe,"https://en.wikipedia.org/wiki/File:Gallinago_stricklandii,_Punta_Arenas,_Chile_(260094433).jpg","Gallinago stricklandii, Punta Arenas, Chile (260094433)"
Fuegian steamer duck,https://wikipedia.org/wiki/Fuegian_steamer_duck,https://en.wikipedia.org/wiki/File:Tachyeres.pteneres.couple.jpg,Tachyeres.pteneres.couple
Fuertes's parrot,https://wikipedia.org/wiki/Fuertes%27s_parrot,https://en.wikipedia.org/wiki/File:The_American_Museum_journal_(c1900-(1918))_(17541216363).jpg,The American Museum journal (c1900 (1918)) (17541216363)
Fujian niltava,https://wikipedia.org/wiki/Fujian_niltava,https://en.wikipedia.org/wiki/File:4G4A9810.jpg,4G4A9810
Fülleborn's boubou,https://wikipedia.org/wiki/F%C3%BClleborn%27s_boubou,N/A,N/A
Fülleborn's longclaw,https://wikipedia.org/wiki/F%C3%BClleborn%27s_longclaw,https://en.wikipedia.org/wiki/File:F%C3%BClleborn-s_Longclaw_115ND500_DSC4498.jpg,Fülleborn s Longclaw 115ND500 DSC4498
Fulmar prion,https://wikipedia.org/wiki/Fulmar_prion,https://en.wikipedia.org/wiki/File:Fulmar_prion.jpg,Fulmar prion
Fulvous antshrike,https://wikipedia.org/wiki/Fulvous_antshrike,https://en.wikipedia.org/wiki/File:Frederickena_fulva_map.svg,Frederickena fulva map.svg
Fulvous babbler,https://wikipedia.org/wiki/Fulvous_babbler,https://en.wikipedia.org/wiki/File:Fulvous_Babbler.jpg,Fulvous Babbler
Fulvous owl,https://wikipedia.org/wiki/Fulvous_owl,https://en.wikipedia.org/wiki/File:Fulvous_Owl_(Strix_fulvescens).jpg,Fulvous Owl (Strix fulvescens)
Fulvous parrotbill,https://wikipedia.org/wiki/Fulvous_parrotbill,https://en.wikipedia.org/wiki/File:Fulvous_Parrotbill_Zuluk_East_Sikkim_Sikkim_India_31.05.2015.jpg,Fulvous Parrotbill Zuluk East Sikkim Sikkim India 31.05.2015
Fulvous shrike-tanager,https://wikipedia.org/wiki/Fulvous_shrike-tanager,"https://en.wikipedia.org/wiki/File:Lanio_fulvus_-_Fulvous_Shrike-Tanager_(male);_Botanic_Garden,_Manaus,_Amazonas,_Brazil.jpg","Lanio fulvus   Fulvous Shrike Tanager (male); Botanic Garden, Manaus, Amazonas, Brazil"
Fulvous whistling duck,https://wikipedia.org/wiki/Fulvous_whistling_duck,https://en.wikipedia.org/wiki/File:Dendrocygna_bicolor_wilhelma.jpg,Dendrocygna bicolor wilhelma
Fulvous wren,https://wikipedia.org/wiki/Fulvous_wren,https://en.wikipedia.org/wiki/File:Cinnycerthia_fulva_map.svg,Cinnycerthia fulva map.svg
Fulvous-breasted flatbill,https://wikipedia.org/wiki/Fulvous-breasted_flatbill,https://en.wikipedia.org/wiki/File:Rhynchocyclus_fulvipectus_-_Fulvous-breasted_Flatbill_-_3.jpg,Rhynchocyclus fulvipectus   Fulvous breasted Flatbill   3
Fulvous-breasted woodpecker,https://wikipedia.org/wiki/Fulvous-breasted_woodpecker,https://en.wikipedia.org/wiki/File:Fulvous-breasted_Woodpecker_(Dendrocopos_macei)_at_Kolkata_I_IMG_3848.jpg,Fulvous breasted Woodpecker (Dendrocopos macei) at Kolkata I IMG 3848
Fulvous-chested jungle flycatcher,https://wikipedia.org/wiki/Fulvous-chested_jungle_flycatcher,"https://en.wikipedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.139759_1_-_Rhinomyias_olivacea_olivacea_(Hume,_1877)_-_Muscicapidae_-_bird_skin_specimen.jpeg","Naturalis Biodiversity Center   RMNH.AVES.139759 1   Rhinomyias olivacea olivacea (Hume, 1877)   Muscicapidae   bird skin specimen.jpeg"
Fulvous-chinned nunlet,https://wikipedia.org/wiki/Fulvous-chinned_nunlet,"https://en.wikipedia.org/wiki/File:Nonnula_sclateri_-_Fulvous-chinned_Nunlet;_Rio_Branco,_Acre,_Brazil.jpg","Nonnula sclateri   Fulvous chinned Nunlet; Rio Branco, Acre, Brazil"
Fulvous-crested tanager,https://wikipedia.org/wiki/Fulvous-crested_tanager,"https://en.wikipedia.org/wiki/File:Tachyphonus_surinamus_-_Fulvous-crested_Tanager_(male)_;_Ramal_do_Pau_Rosa,_Manaus,_Amazonas,_Brazil.jpg","Tachyphonus surinamus   Fulvous crested Tanager (male) ; Ramal do Pau Rosa, Manaus, Amazonas, Brazil"
Fulvous-headed brushfinch,https://wikipedia.org/wiki/Fulvous-headed_brushfinch,https://en.wikipedia.org/wiki/File:Atlapetes_fulviceps_1847.jpg,Atlapetes fulviceps 1847
Fulvous-headed tanager,https://wikipedia.org/wiki/Fulvous-headed_tanager,https://en.wikipedia.org/wiki/File:Fulvous-headed_Tanager_-_frutero_cabecileonado_(Thlypopsis_fulviceps_fulviceps).jpg,Fulvous headed Tanager   frutero cabecileonado (Thlypopsis fulviceps fulviceps)
Fulvous-vented euphonia,https://wikipedia.org/wiki/Fulvous-vented_euphonia,https://en.wikipedia.org/wiki/File:Euphonia_fulvicrissa_1902.jpg,Euphonia fulvicrissa 1902
Furtive flycatcher,https://wikipedia.org/wiki/Furtive_flycatcher,https://en.wikipedia.org/wiki/File:Indian_Robin_(F)_I-Haryana_IMG_8045.jpg,Stub icon
Fuscous flycatcher,https://wikipedia.org/wiki/Fuscous_flycatcher,"https://en.wikipedia.org/wiki/File:Cnemotriccus_fuscatus_-_Fuscous_Flycatcher;_Bodoquena,_Mato_Grosso_do_Sul,_Brazil.jpg","Cnemotriccus fuscatus   Fuscous Flycatcher; Bodoquena, Mato Grosso do Sul, Brazil"
Fuscous honeyeater,https://wikipedia.org/wiki/Fuscous_honeyeater,https://en.wikipedia.org/wiki/File:Ptilotula_fusca_-_Glen_Alice.jpg,Ptilotula fusca   Glen Alice
Fynbos buttonquail,https://wikipedia.org/wiki/Fynbos_buttonquail,https://en.wikipedia.org/wiki/File:Turnix_hottentottus.jpg,Turnix hottentottus
Gabar goshawk,https://wikipedia.org/wiki/Gabar_goshawk,https://en.wikipedia.org/wiki/File:Gabar_Goshawk_(Micronisus_gabar).jpg,Gabar Goshawk (Micronisus gabar)
Gabela akalat,https://wikipedia.org/wiki/Gabela_akalat,https://en.wikipedia.org/wiki/File:Gabela_Akalat_113ND500_DSC2659.jpg,Gabela Akalat 113ND500 DSC2659
Gabela bushshrike,https://wikipedia.org/wiki/Gabela_bushshrike,https://en.wikipedia.org/wiki/File:Gabela_Bushshrike_114ND500_DSC2752.jpg,Gabela Bushshrike 114ND500 DSC2752
Gabela helmetshrike,https://wikipedia.org/wiki/Gabela_helmetshrike,https://en.wikipedia.org/wiki/File:Gabela_Helmetshrikes_in_Angola.jpg,Gabela Helmetshrikes in Angola
Gabon batis,https://wikipedia.org/wiki/Gabon_batis,N/A,N/A
Gabon coucal,https://wikipedia.org/wiki/Gabon_coucal,https://en.wikipedia.org/wiki/File:CentropusDryoscopusKeulemans.jpg,CentropusDryoscopusKeulemans
Gabon woodpecker,https://wikipedia.org/wiki/Gabon_woodpecker,https://en.wikipedia.org/wiki/File:DendropicusKeulemans.jpg,DendropicusKeulemans
Gadwall,https://wikipedia.org/wiki/Gadwall,https://en.wikipedia.org/wiki/File:Gadwall-Anas-strepera.jpg,Gadwall Anas strepera
Galah,https://wikipedia.org/wiki/Galah,https://en.wikipedia.org/wiki/File:Eolophus_roseicapilla_AF.jpg,Eolophus roseicapilla AF
Galapagos crake,https://wikipedia.org/wiki/Galapagos_crake,https://en.wikipedia.org/wiki/File:Laterallus_spilonotus.jpg,Laterallus spilonotus
Galápagos dove,https://wikipedia.org/wiki/Gal%C3%A1pagos_dove,https://en.wikipedia.org/wiki/File:Galapagos-dove.jpg,Galapagos dove
Galapagos flycatcher,https://wikipedia.org/wiki/Galapagos_flycatcher,https://en.wikipedia.org/wiki/File:Gal%C3%A1pagos_flycatcher_(Myiarchus_magnirostris)_male.jpg,Galápagos flycatcher (Myiarchus magnirostris) male
Galapagos hawk,https://wikipedia.org/wiki/Galapagos_hawk,https://en.wikipedia.org/wiki/File:Question_book-new.svg,
Galápagos martin,https://wikipedia.org/wiki/Gal%C3%A1pagos_martin,https://en.wikipedia.org/wiki/File:ProgneModestusDarwin.jpg,ProgneModestusDarwin
Galápagos mockingbird,https://wikipedia.org/wiki/Gal%C3%A1pagos_mockingbird,https://en.wikipedia.org/wiki/File:20180807-Gal%C3%A1pagos_mockingbird-2_at_Genovesa_(9572).jpg,20180807 Galápagos mockingbird 2 at Genovesa (9572)
Galapagos penguin,https://wikipedia.org/wiki/Galapagos_penguin,https://en.wikipedia.org/wiki/File:Question_book-new.svg,
Galápagos petrel,https://wikipedia.org/wiki/Gal%C3%A1pagos_petrel,https://en.wikipedia.org/wiki/File:Pterodroma_phaeopygia.jpg,Pterodroma phaeopygia
Galápagos shearwater,https://wikipedia.org/wiki/Gal%C3%A1pagos_shearwater,https://en.wikipedia.org/wiki/File:Puffinus_subalaris.jpg,Puffinus subalaris
Gambaga flycatcher,https://wikipedia.org/wiki/Gambaga_flycatcher,https://en.wikipedia.org/wiki/File:Indian_Robin_(F)_I-Haryana_IMG_8045.jpg,Stub icon
Gambel's quail,https://wikipedia.org/wiki/Gambel%27s_quail,https://en.wikipedia.org/wiki/File:Gambel%27s_quail_(Callipepla_gambelii)_-_Flickr_-_Lip_Kee_(1).jpg,Gambel's quail (Callipepla gambelii)   Flickr   Lip Kee (1)
Gang-gang cockatoo,https://wikipedia.org/wiki/Gang-gang_cockatoo,https://en.wikipedia.org/wiki/File:Callocephalon_fimbriatum_male_-_Callum_Brae.jpg,Callocephalon fimbriatum male   Callum Brae
Gansu leaf warbler,https://wikipedia.org/wiki/Gansu_leaf_warbler,https://en.wikipedia.org/wiki/File:Phylloscopus_kansuensis_distribution_map.png,Phylloscopus kansuensis distribution map.png
Garden emerald,https://wikipedia.org/wiki/Garden_emerald,https://en.wikipedia.org/wiki/File:Garden_Emerald_JCB.jpg,Garden Emerald JCB
Garden warbler,https://wikipedia.org/wiki/Garden_warbler,https://en.wikipedia.org/wiki/File:Sylvia_borin_(%C3%96rebro_County).jpg,Sylvia borin (Örebro County)
Garganey,https://wikipedia.org/wiki/Garganey,https://en.wikipedia.org/wiki/File:Garganey_(Anas_querquedula)_RWD3.jpg,Garganey (Anas querquedula) RWD3
